label,timestamp1,timestamp2,FP1_variance,FP1_mean,FP1_raw,FP2_variance,FP2_mean,FP2_raw,FP3_variance,FP3_mean,FP3_raw,FP4_variance,FP4_mean,FP4_raw,FP5_variance,FP5_mean,FP5_raw,FP6_variance,FP6_mean,FP6_raw,FP7_variance,FP7_mean,FP7_raw,FP8_variance,FP8_mean,FP8_raw,ToF_variance,ToF_mean,ToF_raw
not_recomended_low_fp_correct_force,,,173319.59375,2892.0,3344.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,1.6100000143051147,71.30000305175781,71.0
not_recomended_low_fp_correct_force,,,174191.65625,2790.60009765625,3309.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,1.6100002527236938,71.30000305175781,70.0
not_recomended_low_fp_correct_force,,,153149.03125,2701.699951171875,3282.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,1.6100002527236938,71.30000305175781,71.0
not_recomended_low_fp_correct_force,,,117985.625,2621.39990234375,3262.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,1.760000228881836,71.19999694824219,74.0
not_recomended_low_fp_correct_force,,,72925.8515625,2542.5,3158.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,0.8899999856948853,70.9000015258789,73.0
not_recomended_low_fp_correct_force,,,31596.08984375,2464.89990234375,2896.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,0.5600000619888306,70.80000305175781,70.0
not_recomended_low_fp_correct_force,,,14474.7607421875,2397.199951171875,2639.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,0.5600000619888306,70.80000305175781,70.0
not_recomended_low_fp_correct_force,,,23879.609375,2328.300048828125,2470.0,0.0,171.0,171.0,0.0,173.0,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.0,176.0,176.0,0.0,181.0,181.0,0.6000000238418579,71.0,71.0
not_recomended_low_fp_correct_force,,,85388.0390625,2228.39990234375,2325.0,0.0,171.0,171.0,0.09000000357627869,173.10000610351562,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.09000000357627869,176.10000610351562,176.0,0.0,181.0,181.0,0.690000057220459,70.9000015258789,71.0
not_recomended_low_fp_correct_force,,,229893.453125,2090.5,2235.0,0.0,171.0,171.0,0.09000000357627869,173.10000610351562,173.0,0.0,173.0,173.0,0.0,178.0,178.0,0.0,182.0,182.0,0.09000000357627869,176.10000610351562,176.0,0.0,181.0,181.0,0.800000011920929,71.0,72.0
